symbol,signal_time,entry_time,exit_time,direction,exit_reason,hold_bars,consec,prem_close_sig,ext_pct_sig,gross_R,net_R
ADAUSDT,2024-07-25 20:00:00+00:00,2024-07-26 00:00:00+00:00,2024-07-28 12:00:00+00:00,1,stop,15,4,-0.0004694,-0.05267524851295962,0.9309380210801838,0.8908682413594435
ADAUSDT,2024-08-10 04:00:00+00:00,2024-08-10 08:00:00+00:00,2024-08-11 16:00:00+00:00,1,stop,8,4,-0.0003091,-0.06601580562174354,-0.8683735543224321,-0.903920308926909
ADAUSDT,2024-09-03 04:00:00+00:00,2024-09-03 08:00:00+00:00,2024-09-03 12:00:00+00:00,1,stop,1,4,-0.00062791,-0.056116661920799414,-1.000000000000001,-1.0478524042175295
XRPUSDT,2024-10-06 16:00:00+00:00,2024-10-06 20:00:00+00:00,2024-10-08 12:00:00+00:00,1,stop,10,4,-0.0006606,-0.06872950432096546,-0.6160859755623799,-0.6661566920093839
ADAUSDT,2024-11-07 20:00:00+00:00,2024-11-08 00:00:00+00:00,2024-11-08 04:00:00+00:00,-1,stop,1,4,9e-07,0.17367252850696246,-0.9999999999999997,-1.0419630543766525
ADAUSDT,2024-11-08 00:00:00+00:00,2024-11-08 04:00:00+00:00,2024-11-08 08:00:00+00:00,-1,stop,1,5,0.00033999,0.19799987296841715,-0.9999999999999996,-1.0407474166779804
ADAUSDT,2024-11-08 04:00:00+00:00,2024-11-08 08:00:00+00:00,2024-11-08 12:00:00+00:00,-1,stop,1,4,0.00054242,0.21531283014706534,-0.9999999999999989,-1.0375223281428223
DOGEUSDT,2025-02-18 08:00:00+00:00,2025-02-18 12:00:00+00:00,2025-02-21 16:00:00+00:00,1,stop,19,4,-0.00043124,-0.09524971843847052,-0.5063385612605424,-0.5430319563167234
ETHUSDT,2025-03-31 04:00:00+00:00,2025-03-31 08:00:00+00:00,2025-04-02 20:00:00+00:00,1,stop,15,4,-0.00017395,-0.09842244948573062,0.9144015477049958,0.8662301445202523
ADAUSDT,2025-04-10 08:00:00+00:00,2025-04-10 12:00:00+00:00,2025-04-15 12:00:00+00:00,1,time,30,4,-0.00080877,-0.05762413295182158,0.06743374421287918,0.044910354924668605
ADAUSDT,2025-04-10 12:00:00+00:00,2025-04-10 16:00:00+00:00,2025-04-15 16:00:00+00:00,1,time,30,4,-0.00084987,-0.10456821531807765,0.7091084052808874,0.6886493880885245
ADAUSDT,2025-04-10 16:00:00+00:00,2025-04-10 20:00:00+00:00,2025-04-15 20:00:00+00:00,1,stop,30,4,-0.00070331,-0.09135094940913185,0.2248197166525019,0.20339421036273259
ADAUSDT,2025-06-20 16:00:00+00:00,2025-06-20 20:00:00+00:00,2025-06-21 20:00:00+00:00,1,stop,6,4,-0.00068348,-0.12093375401225948,-1.0000000000000004,-1.0407418303186489
ADAUSDT,2025-06-20 20:00:00+00:00,2025-06-21 00:00:00+00:00,2025-06-21 20:00:00+00:00,1,stop,5,4,-0.00028642,-0.12154263106575758,-1.0000000000000007,-1.0409145544153935
ADAUSDT,2025-06-21 00:00:00+00:00,2025-06-21 04:00:00+00:00,2025-06-21 16:00:00+00:00,1,stop,3,4,-0.0004207,-0.10001283358884494,-0.9999999999999974,-1.0423116757281246
BTCUSDT,2025-07-14 08:00:00+00:00,2025-07-14 12:00:00+00:00,2025-07-14 16:00:00+00:00,-1,premium_zerocross,1,4,7.61e-06,0.09479622290285583,0.8543178855588658,0.760854409724161
ADAUSDT,2025-09-24 20:00:00+00:00,2025-09-25 00:00:00+00:00,2025-09-25 04:00:00+00:00,1,stop,1,4,-0.0001785,-0.06406620221002887,-0.9999999999999992,-1.0487642041493148
ADAUSDT,2025-09-25 00:00:00+00:00,2025-09-25 04:00:00+00:00,2025-09-25 12:00:00+00:00,1,stop,2,5,-0.00032386,-0.07269375106900365,-0.9999999999999996,-1.0470152731343663
ADAUSDT,2025-09-25 04:00:00+00:00,2025-09-25 08:00:00+00:00,2025-09-25 16:00:00+00:00,1,stop,2,5,-0.00020322,-0.0840532526184084,-0.9999999999999981,-1.0463844814758887
ADAUSDT,2025-09-25 08:00:00+00:00,2025-09-25 12:00:00+00:00,2025-09-25 16:00:00+00:00,1,stop,1,4,-0.00013095,-0.09471727448111483,-0.7747992882772015,-0.8211249760483753
SOLUSDT,2025-11-29 16:00:00+00:00,2025-11-29 20:00:00+00:00,2025-11-30 20:00:00+00:00,1,stop,6,4,-0.00030235,-0.05709926200146475,-0.37806345859615814,-0.4281958821259909
SOLUSDT,2025-11-29 20:00:00+00:00,2025-11-30 00:00:00+00:00,2025-11-30 20:00:00+00:00,1,stop,5,4,-0.00048513,-0.055639340487200206,-0.38883150149043266,-0.441138044916371
ADAUSDT,2026-01-31 04:00:00+00:00,2026-01-31 08:00:00+00:00,2026-01-31 12:00:00+00:00,1,stop,1,4,-8.639e-05,-0.1373379328118273,-0.9999999999999979,-1.0350476491985838
ADAUSDT,2026-01-31 08:00:00+00:00,2026-01-31 12:00:00+00:00,2026-01-31 16:00:00+00:00,1,stop,1,4,-0.0004803,-0.14314059245659078,-1.0000000000000002,-1.035584561619542
ADAUSDT,2026-01-31 12:00:00+00:00,2026-01-31 16:00:00+00:00,2026-01-31 20:00:00+00:00,1,stop,1,5,-0.00042942,-0.18210130721428852,-1.0000000000000004,-1.0316606823840568
ADAUSDT,2026-01-31 16:00:00+00:00,2026-01-31 20:00:00+00:00,2026-02-04 16:00:00+00:00,1,stop,23,5,-0.00124894,-0.21249619106781162,-0.27110437126069586,-0.2971761981886849
ADAUSDT,2026-01-31 20:00:00+00:00,2026-02-01 00:00:00+00:00,2026-02-02 00:00:00+00:00,1,stop,6,4,-0.00101604,-0.18928555248875759,-0.9999999999999992,-1.026303682809897
ADAUSDT,2026-02-08 16:00:00+00:00,2026-02-08 20:00:00+00:00,2026-02-09 08:00:00+00:00,1,stop,3,4,-0.00031745,-0.13229078268374145,-0.9999999999999998,-1.0295312017856875
ADAUSDT,2026-02-08 20:00:00+00:00,2026-02-09 00:00:00+00:00,2026-02-11 04:00:00+00:00,1,stop,13,5,-0.00046119,-0.14652589561820434,-0.9999999999999986,-1.0292022201782878
ADAUSDT,2026-02-09 00:00:00+00:00,2026-02-09 04:00:00+00:00,2026-02-09 08:00:00+00:00,1,stop,1,4,-0.00047956,-0.1232187933454056,-1.0000000000000016,-1.030367166576643
ADAUSDT,2026-03-29 12:00:00+00:00,2026-03-29 16:00:00+00:00,2026-03-29 20:00:00+00:00,1,stop,1,4,-0.00076077,-0.08103379733237184,-0.9999999999999988,-1.0551077587748878
ADAUSDT,2026-03-29 16:00:00+00:00,2026-03-29 20:00:00+00:00,2026-03-30 16:00:00+00:00,1,stop,5,4,-0.00067552,-0.08674876127930983,0.622030536719638,0.5658411468331972
SOLUSDT,2026-05-18 12:00:00+00:00,2026-05-18 16:00:00+00:00,2026-05-22 16:00:00+00:00,1,stop,24,5,-0.00037084,-0.05290985960807034,0.35834161156313715,0.29911575854075717
ADAUSDT,2026-06-01 16:00:00+00:00,2026-06-01 20:00:00+00:00,2026-06-02 00:00:00+00:00,1,stop,1,4,-0.00012396,-0.05612477288791557,-1.0000000000000002,-1.0545701347740168
ADAUSDT,2026-06-01 20:00:00+00:00,2026-06-02 00:00:00+00:00,2026-06-02 04:00:00+00:00,1,stop,1,4,-0.00061359,-0.05775706900051757,-1.0000000000000018,-1.0550922249971824
ADAUSDT,2026-06-02 00:00:00+00:00,2026-06-02 04:00:00+00:00,2026-06-02 12:00:00+00:00,1,stop,2,5,-0.00046864,-0.06485536477626275,-0.999999999999998,-1.0520416393851606
ADAUSDT,2026-06-02 04:00:00+00:00,2026-06-02 08:00:00+00:00,2026-06-02 12:00:00+00:00,1,stop,1,5,-0.00049892,-0.08126860979993521,-0.9999999999999989,-1.049789118206849
ADAUSDT,2026-06-02 08:00:00+00:00,2026-06-02 12:00:00+00:00,2026-06-02 16:00:00+00:00,1,stop,1,5,-0.00050368,-0.08537192105585333,-0.9999999999999996,-1.0513810486476467
ADAUSDT,2026-06-02 12:00:00+00:00,2026-06-02 16:00:00+00:00,2026-06-03 00:00:00+00:00,1,stop,2,4,-0.00035735,-0.11655708660083094,-0.9716949720033059,-1.0168669067120168
ADAUSDT,2026-06-16 08:00:00+00:00,2026-06-16 12:00:00+00:00,2026-06-16 16:00:00+00:00,1,stop,1,4,-0.00073364,-0.0625037148080537,-1.0000000000000004,-1.0355152573736688
ADAUSDT,2026-06-16 12:00:00+00:00,2026-06-16 16:00:00+00:00,2026-06-17 16:00:00+00:00,1,stop,6,4,-0.00083746,-0.08717466968152601,-1.000000000000001,-1.0328505803848054
ADAUSDT,2026-06-19 20:00:00+00:00,2026-06-20 00:00:00+00:00,2026-06-21 20:00:00+00:00,1,stop,11,4,-0.00078463,-0.12236908072917323,-1.0000000000000002,-1.0408991543808148
ADAUSDT,2026-06-20 00:00:00+00:00,2026-06-20 04:00:00+00:00,2026-06-21 20:00:00+00:00,1,stop,10,4,-0.00088121,-0.1092780197638046,-0.9999999999999989,-1.0420564123063631
ADAUSDT,2026-06-21 16:00:00+00:00,2026-06-21 20:00:00+00:00,2026-06-22 00:00:00+00:00,1,stop,1,4,-0.00024708,-0.10301304378569061,-0.9999999999999978,-1.051748458712538
ADAUSDT,2026-06-21 20:00:00+00:00,2026-06-22 00:00:00+00:00,2026-06-23 04:00:00+00:00,1,stop,7,5,-0.00079707,-0.13348511456505244,-0.16107766350728586,-0.20789703985964256
ADAUSDT,2026-06-22 00:00:00+00:00,2026-06-22 04:00:00+00:00,2026-06-23 04:00:00+00:00,1,stop,6,5,-0.00057858,-0.11334863028357196,-0.5504940304219909,-0.5947745638476097
ADAUSDT,2026-06-22 04:00:00+00:00,2026-06-22 08:00:00+00:00,2026-06-23 04:00:00+00:00,1,stop,5,5,-0.00035538,-0.09258527542312392,-0.9999999999999978,-1.0445752136876578
ADAUSDT,2026-06-22 08:00:00+00:00,2026-06-22 12:00:00+00:00,2026-06-23 04:00:00+00:00,1,stop,4,4,-0.00018258,-0.09258527542312392,-0.9999999999999997,-1.0453136146650899
ADAUSDT,2026-06-22 12:00:00+00:00,2026-06-22 16:00:00+00:00,2026-06-23 04:00:00+00:00,1,stop,3,4,-0.00056473,-0.10605339749476594,-1.0000000000000027,-1.043851417370713
ADAUSDT,2026-06-26 04:00:00+00:00,2026-06-26 08:00:00+00:00,2026-06-30 20:00:00+00:00,1,data_end,28,5,-0.00018737,-0.13151723672514215,-0.37461052530957917,-0.4066459687323032
ADAUSDT,2026-06-26 08:00:00+00:00,2026-06-26 12:00:00+00:00,2026-06-30 20:00:00+00:00,1,data_end,27,6,-0.00011112,-0.1516594017669875,0.14086632588276807,0.10946565666209981
ADAUSDT,2026-06-26 12:00:00+00:00,2026-06-26 16:00:00+00:00,2026-06-28 20:00:00+00:00,1,stop,13,5,-0.00070686,-0.12381582067973076,-1.0000000000000013,-1.031145361159402
ADAUSDT,2026-06-26 16:00:00+00:00,2026-06-26 20:00:00+00:00,2026-06-30 20:00:00+00:00,1,data_end,25,4,-1.15e-06,-0.12618548715524203,-0.5055545929908983,-0.5371900546432076
ADAUSDT,2026-06-28 00:00:00+00:00,2026-06-28 04:00:00+00:00,2026-06-30 20:00:00+00:00,1,data_end,17,4,-0.00029662,-0.11829667878839599,-0.21422866840812593,-0.2538453917968353
ADAUSDT,2026-06-28 04:00:00+00:00,2026-06-28 08:00:00+00:00,2026-06-30 20:00:00+00:00,1,data_end,16,5,-0.00023109,-0.1189034945634901,-0.17971475823007152,-0.22027837599324512
ADAUSDT,2026-06-28 08:00:00+00:00,2026-06-28 12:00:00+00:00,2026-06-30 20:00:00+00:00,1,data_end,15,4,-0.00060189,-0.1189034945634901,-0.22493846795950445,-0.26653572537070597
ADAUSDT,2026-06-28 12:00:00+00:00,2026-06-28 16:00:00+00:00,2026-06-30 20:00:00+00:00,1,data_end,14,4,-5.877e-05,-0.12315120498914825,-0.06368176949793605,-0.10662450939604501
ADAUSDT,2026-06-28 16:00:00+00:00,2026-06-28 20:00:00+00:00,2026-06-30 20:00:00+00:00,1,data_end,13,4,-0.0006942,-0.13346707316574638,0.32366441462129836,0.28055663011926973
ADAUSDT,2026-06-28 20:00:00+00:00,2026-06-29 00:00:00+00:00,2026-06-30 20:00:00+00:00,1,data_end,12,4,-0.00039346,-0.12800573118990033,0.10791213788943105,0.06449261008823962
